#OK
#SQL= select * from MDR1..BDMW where snapnum = 85 and z between 800.000000 and 840.000000 and Mtot > 5e13
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2013-07-25 18:47:18.221 CEST
#QUERYTIME 392 millisec
#COLUMN 1 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=NInCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 4 name=hostFlag JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 12 name=Mvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=Mtot JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=Vrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 16 name=Vcir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=conc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=Xoff JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=virialRatio JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=spin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=Rrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 22 name=axisratio_2_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 23 name=axisratio_3_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 24 name=axis1_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 25 name=axis1_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 26 name=axis1_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 27 name=ix JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 28 name=iy JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 29 name=iz JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 30 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
bdmId,snapnum,NInCat,hostFlag,x,y,z,vx,vy,vz,np,Mvir,Mtot,Rvir,Vrms,Vcir,conc,Xoff,virialRatio,spin,Rrms,axisratio_2_1,axisratio_3_1,axis1_x,axis1_y,axis1_z,ix,iy,iz,phkey
8510346464,85,10346464,-1,111.1971,37.202,809.1617,265.65,-257.72,423.06,29335,2.54400006E14,2.74000006E14,1.0563,1112.0,1040.0,3.528,0.022,0.2092,0.0285,0.5994,0.6692,0.4764,0.2048,-0.4572,0.8655,113,38,828,1058005517
8510347439,85,10347439,-1,137.3305,164.9432,801.9581,56.35,359.72,-182.32,5698,4.941E13,5.13E13,0.606,700.5,666.5,7.134,0.0317,0.2377,0.031,0.3128,0.7495,0.5976,-0.0229,-0.3391,0.9405,140,168,821,1061296293
8510348652,85,10348652,-1,116.0341,24.2057,811.9036,159.75,373.87,138.99,6423,5.5700001E13,5.7150001E13,0.6281,691.2,653.7,4.863,0.0374,0.2533,0.0447,0.3407,0.629,0.5228,-0.6217,0.6557,0.4284,118,24,831,1057758513
8510348829,85,10348829,-1,95.5673,197.6826,804.4668,7.69,300.66,208.62,7877,6.8309999E13,7.0259998E13,0.673,765.8,719.4,5.886,0.0383,0.2905,0.0388,0.3554,0.9123,0.6961,0.8407,-0.1892,-0.5074,97,202,823,1060650566
8510348923,85,10348923,-1,107.8591,72.7559,804.1227,253.01,-42.33,-95.61,11750,1.01900003E14,1.084E14,0.7714,858.6,834.9,6.528,0.0476,0.1824,0.0265,0.3984,0.6895,0.5775,0.085,-0.6862,0.7224,110,74,823,1058027581
8510350344,85,10350344,-1,180.3678,168.9378,802.7646,37.27,38.87,-443.09,5846,5.07E13,5.323E13,0.6135,667.7,599.9,2.788,0.0494,0.2973,0.022,0.3558,0.5777,0.313,0.1411,0.4308,0.8914,184,172,822,1061331992
8510350470,85,10350470,-1,197.6313,95.6459,810.6715,-209.42,-46.51,28.88,9966,8.6430001E13,9.3559999E13,0.7404,822.8,728.9,3.794,0.0793,0.3826,0.0098,0.4212,0.5075,0.4168,0.7948,0.4323,0.4258,202,97,830,1063343187
8510353957,85,10353957,-1,110.7106,84.5452,820.401,136.33,-418.04,268.4,32616,2.82800008E14,3.10300012E14,1.1013,1118.0,1054.0,2.56,0.0964,0.2308,0.0671,0.6652,0.5274,0.3157,-0.4209,0.3755,0.8257,113,86,840,1058383867
8510355155,85,10355155,-1,18.8323,82.41,818.0559,-369.36,-76.23,134.2,11655,1.01099999E14,1.03200003E14,0.765,848.7,781.3,4.084,0.0207,0.2814,0.0214,0.427,0.6378,0.5388,0.5909,0.3147,-0.7428,19,84,837,1058678040
8510357614,85,10357614,-1,13.0758,174.2422,819.1801,-350.75,117.93,-305.94,22764,1.97400002E14,2.06299996E14,0.9634,1046.0,960.9,3.592,0.0372,0.2858,0.0309,0.5498,0.6195,0.5718,0.8387,0.2791,-0.4677,13,178,838,1059952517
8510358608,85,10358608,-1,193.7898,152.9679,827.3307,-231.22,-86.63,45.03,11889,1.03100002E14,1.084E14,0.7739,878.0,828.4,6.077,0.0545,0.2598,0.0341,0.413,0.6978,0.6273,0.2464,0.7844,0.5692,198,156,847,1062304881
8510359021,85,10359021,-1,113.082,86.6381,828.3807,197.04,-150.64,-91.34,9152,7.9369997E13,8.1870004E13,0.7081,792.8,766.5,6.403,0.0191,0.1745,0.0492,0.3657,0.9364,0.6578,0.3685,-0.4161,0.8313,115,88,848,1058389823
8510359126,85,10359126,8510357614,13.5451,174.4834,819.0468,-1047.83,-98.32,130.37,3435,2.97900001E13,7.6310001E13,0.544,552.4,500.3,3.875,0.1161,0.3547,0.0198,0.3198,0.7755,0.6808,0.8172,0.5521,-0.1651,13,178,838,1059952517
8510362989,85,10362989,-1,22.2938,182.3197,831.6201,-984.38,-377.64,-813.21,16035,1.39099999E14,1.95600008E14,0.9412,1190.0,904.9,7.472,0.0455,0.9543,0.0636,0.4991,0.7919,0.6083,-0.3918,0.8712,0.2958,22,186,851,1059970015
8510363117,85,10363117,-1,115.4787,86.6599,837.3254,267.05,-51.96,270.67,40120,3.47900001E14,3.79799999E14,1.178,1317.0,1157.0,3.709,0.0941,0.3668,0.0399,0.6662,0.7168,0.525,-0.0803,-0.1458,0.9861,118,88,857,1058389199
8510363342,85,10363342,-1,118.72,81.8387,838.0165,-284.87,17.1,73.17,16870,1.46300008E14,1.48999999E14,0.8612,959.1,916.0,5.309,0.0549,0.2154,0.0189,0.4687,0.946,0.8301,-0.2107,0.8187,-0.5343,121,83,858,1058387204
8510363818,85,10363818,-1,46.5829,108.1129,837.5231,-409.95,93.09,-16.0,13027,1.13000002E14,1.24200002E14,0.8087,941.3,813.1,4.532,0.0933,0.4337,0.052,0.4444,0.8234,0.6809,-0.2234,0.2131,0.9511,47,110,857,1058561840
8510364861,85,10364861,-1,68.6508,189.0546,839.9664,-220.72,221.22,26.22,8538,7.4040002E13,7.8519997E13,0.6984,753.3,697.6,3.959,0.0304,0.2815,0.019,0.3928,0.8911,0.6898,-0.3917,0.9137,0.1084,70,193,860,1060508331
8510365811,85,10365811,8510366529,65.6516,194.038,838.4355,550.97,55.1,131.7,5495,4.7649999E13,5.5139998E13,0.5088,730.6,675.6,5.065,0.0242,0.3358,0.0356,0.2811,0.7641,0.7034,-0.6857,0.7252,0.0631,67,198,858,1060508651
8510366651,85,10366651,-1,113.8154,89.6144,839.897,212.9,-477.16,-271.76,9265,8.0349997E13,8.2640003E13,0.7106,743.2,725.2,4.212,0.0077,0.1782,0.0533,0.3965,0.7472,0.615,-0.7623,0.5065,0.403,116,91,860,1058389145
8510367949,85,10367949,-1,66.265,193.5525,838.5959,-598.87,139.15,-330.76,12033,1.04400001E14,1.25400001E14,0.8114,820.3,746.0,2.558,0.0718,0.4025,0.0274,0.499,0.3903,0.3738,0.7022,-0.685,0.1944,67,198,858,1060508651
8510444437,85,10444437,-1,274.1439,12.2379,801.8105,111.76,-68.61,-53.42,11937,1.03499996E14,1.06599998E14,0.7685,827.3,794.8,4.361,0.0347,0.1772,0.0321,0.4268,0.8207,0.6508,0.2894,0.9069,-0.3062,280,12,821,1016849431
8510444818,85,10444818,-1,306.8925,19.9021,804.2772,-227.53,-388.11,-145.17,7380,6.4E13,7.2889999E13,0.6813,731.3,660.0,4.15,0.1197,0.3258,0.0887,0.3884,0.6348,0.3835,-0.2555,0.1093,0.9606,314,20,823,1016609543
8510445514,85,10445514,-1,224.2866,169.6964,804.6,-330.64,254.14,-114.5,6861,5.9499998E13,6.2189998E13,0.646,731.5,679.2,5.561,0.0348,0.2986,0.0155,0.348,0.7115,0.5534,0.6225,0.5147,0.5896,229,173,823,1063123833
8510445787,85,10445787,-1,271.1861,27.8847,807.8304,-110.89,-179.63,40.99,10676,9.258E13,1.00100001E14,0.7575,836.2,750.2,4.019,0.0373,0.3854,0.0385,0.4269,0.7096,0.5476,-0.7077,0.3161,0.6319,277,28,827,1016844574
8510445796,85,10445796,-1,302.7785,30.1776,811.0858,-46.05,-520.28,-223.54,6833,5.926E13,6.5540001E13,0.6576,734.3,646.6,4.166,0.2245,0.4625,0.0812,0.3845,0.7248,0.4027,0.2337,0.5835,-0.7777,310,30,830,1016607226
8510445997,85,10445997,8510450252,270.7006,6.1221,803.9062,-758.16,-36.65,-231.27,1668,1.44600004E13,5.2759999E13,0.521,448.3,426.5,11.08,0.0484,0.2607,0.0083,0.2438,0.8548,0.7567,-0.5207,0.8468,-0.1087,277,6,823,1016850630
8510446087,85,10446087,-1,312.203,88.4291,805.1532,124.59,-354.35,-68.57,5683,4.9280002E13,5.0239998E13,0.6019,656.1,605.9,3.493,0.0881,0.2866,0.0324,0.345,0.6675,0.4007,0.3082,0.4301,0.8486,319,90,824,1015435985
8510449002,85,10449002,-1,202.1432,164.0813,816.7861,-571.31,-306.55,112.78,12372,1.07300002E14,1.18099999E14,0.7959,947.8,812.9,5.173,0.0702,0.448,0.0274,0.4404,0.6665,0.4401,0.3841,0.9028,-0.1936,206,168,836,1062309032
8510449109,85,10449109,-1,276.565,48.7076,819.4407,-92.66,-191.38,201.09,7662,6.6450002E13,7.2069996E13,0.6787,789.4,700.0,5.551,0.0632,0.4178,0.0195,0.3662,0.6165,0.5596,-0.5448,0.8017,0.246,283,49,839,1016917873
8510449542,85,10449542,-1,306.4319,19.9352,807.4071,169.62,-402.31,-402.1,9815,8.5120002E13,8.9000002E13,0.7282,811.7,739.9,4.34,0.0583,0.3168,0.0114,0.4006,0.5854,0.5311,-0.0226,0.0554,0.9982,313,20,826,1016607983
8510346823,85,10346823,-1,131.324,66.7399,805.0815,-402.32,-131.19,338.85,7454,6.464E13,6.5270001E13,0.6566,756.4,729.6,6.989,0.0132,0.1917,0.0267,0.3445,0.6953,0.59,-0.5299,0.0097,0.848,134,68,824,1064304298
8510347962,85,10347962,-1,151.2134,42.9685,813.4192,-668.65,-150.68,267.38,12951,1.12299998E14,1.19499999E14,0.7974,867.1,798.5,3.685,0.0762,0.2509,0.0817,0.4514,0.703,0.4129,0.764,-0.6325,0.1272,154,43,832,1064694181
8510348853,85,10348853,-1,140.2849,24.3457,811.821,-323.71,437.33,606.14,7850,6.8080001E13,6.9570002E13,0.6708,723.9,698.0,4.791,0.0468,0.1712,0.0328,0.3672,0.7732,0.5996,-0.7778,0.5158,0.359,143,24,831,1063946166
8510349154,85,10349154,-1,128.247,80.7663,806.7051,-388.5,-591.31,99.41,5877,5.097E13,5.1309999E13,0.606,705.7,695.5,8.214,0.0204,0.1963,0.0168,0.3116,0.7844,0.6532,0.9388,-0.3273,0.1072,131,82,826,1064272543
8510350210,85,10350210,8510347962,151.5975,42.6494,813.5336,-1009.88,-454.15,790.74,3517,3.04999993E13,5.2219999E13,0.5117,605.5,542.5,5.304,0.1053,0.4151,0.0521,0.2843,0.7991,0.6923,0.5487,-0.7969,0.2528,155,43,833,1064694177
