#OK
#SQL= select * from MDR1..BDMW where snapnum = 85 and z between 480.000000 and 520.000000 and Mtot > 5e13
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2013-07-25 18:46:37.382 CEST
#QUERYTIME 326 millisec
#COLUMN 1 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=NInCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 4 name=hostFlag JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 12 name=Mvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=Mtot JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=Vrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 16 name=Vcir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=conc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=Xoff JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=virialRatio JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=spin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=Rrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 22 name=axisratio_2_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 23 name=axisratio_3_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 24 name=axis1_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 25 name=axis1_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 26 name=axis1_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 27 name=ix JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 28 name=iy JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 29 name=iz JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 30 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
bdmId,snapnum,NInCat,hostFlag,x,y,z,vx,vy,vz,np,Mvir,Mtot,Rvir,Vrms,Vcir,conc,Xoff,virialRatio,spin,Rrms,axisratio_2_1,axisratio_3_1,axis1_x,axis1_y,axis1_z,ix,iy,iz,phkey
8505229672,85,5229672,-1,29.6363,86.516,503.1868,11.47,515.5,146.43,9989,8.6630002E13,8.892E13,0.7278,834.6,782.9,6.071,0.0335,0.2429,0.0157,0.3767,0.7469,0.6469,-0.1764,0.9776,0.1148,30,88,515,1053109313
8505232732,85,5232732,-1,30.8479,77.5869,507.2122,286.99,860.2,-66.2,12695,1.10100002E14,1.16100004E14,0.7903,867.7,793.6,3.66,0.0383,0.2554,0.0242,0.4461,0.5532,0.4246,0.2065,0.8674,-0.4528,31,79,519,1053119999
8505233196,85,5233196,-1,122.5622,27.7529,501.2773,625.27,35.37,-291.31,5889,5.1070001E13,5.3480002E13,0.6145,687.3,635.7,5.022,0.0206,0.2656,0.0147,0.3341,0.642,0.5373,-0.5047,0.5085,0.6976,125,28,513,1054141844
8505234037,85,5234037,-1,34.366,86.6016,510.1464,-526.46,556.66,36.86,5661,4.909E13,5.0900001E13,0.6044,668.0,636.3,5.476,0.0345,0.2008,0.0454,0.3236,0.936,0.6618,0.811,-0.0245,0.5845,35,88,522,1053217025
8505234048,85,5234048,-1,3.0197,105.1533,505.9013,155.06,691.0,4.21,22389,1.942E14,2.02699992E14,0.9533,1066.0,959.4,3.653,0.0232,0.2912,0.0122,0.5371,0.4885,0.4536,0.6543,0.084,0.7515,3,107,518,1053092842
8505234296,85,5234296,8505234048,2.8572,105.0284,505.4535,382.75,1167.98,691.59,85,7.3709997E11,5.625E13,0.4614,185.9,198.6,94.76,0.033,-0.1626,3.0E-4,0.1026,0.8716,0.8058,-0.0655,0.843,0.5338,2,107,517,1053092818
8505235836,85,5235836,-1,110.6566,123.7736,512.7844,368.95,-106.46,-8.6,6786,5.8849998E13,6.1099999E13,0.6422,722.2,644.4,3.707,0.044,0.3664,0.0375,0.365,0.76,0.552,-0.1837,0.4683,0.8643,113,126,525,1053515788
8505235937,85,5235937,-1,22.2429,13.1293,511.0103,283.27,-197.42,44.15,7637,6.6229998E13,7.1860004E13,0.6778,754.9,678.7,4.46,0.063,0.3606,0.0615,0.3798,0.6344,0.3884,-0.6768,0.5598,0.4781,22,13,523,1054562340
8505236024,85,5236024,-1,33.2124,86.6367,509.1907,249.89,473.69,67.0,7440,6.4520001E13,6.9979999E13,0.672,759.5,706.8,6.265,0.067,0.2907,0.0493,0.3533,0.6859,0.5981,-0.0192,0.1906,0.9815,34,88,521,1053217081
8505236792,85,5236792,-1,79.5458,97.8681,519.2321,183.33,454.88,1143.02,6190,5.3679999E13,7.6549999E13,0.6924,864.8,690.8,9.651,0.0818,0.7502,0.1441,0.3354,0.8256,0.5949,-0.3126,-0.0963,0.945,81,100,531,1053345886
8505237072,85,5237072,-1,123.1369,100.2658,512.6326,333.53,-236.99,352.89,16691,1.44800007E14,1.61999992E14,0.8837,994.2,858.0,3.542,0.124,0.391,0.0408,0.5014,0.5701,0.3358,0.5333,-0.1437,0.8336,126,102,524,1053495536
