#OK
#SQL= select * from MDR1..BDMW where snapnum = 85 and z between 40.000000 and 80.000000 and Mtot > 5e13
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2013-07-25 18:45:38.998 CEST
#QUERYTIME 326 millisec
#COLUMN 1 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=NInCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 4 name=hostFlag JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 12 name=Mvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=Mtot JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=Vrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 16 name=Vcir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=conc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=Xoff JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=virialRatio JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=spin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=Rrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 22 name=axisratio_2_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 23 name=axisratio_3_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 24 name=axis1_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 25 name=axis1_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 26 name=axis1_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 27 name=ix JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 28 name=iy JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 29 name=iz JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 30 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
bdmId,snapnum,NInCat,hostFlag,x,y,z,vx,vy,vz,np,Mvir,Mtot,Rvir,Vrms,Vcir,conc,Xoff,virialRatio,spin,Rrms,axisratio_2_1,axisratio_3_1,axis1_x,axis1_y,axis1_z,ix,iy,iz,phkey
8500013569,85,13569,-1,36.645,123.0628,40.9217,-211.25,-421.24,-378.79,9882,8.5699999E13,1.24599996E14,0.808,1044.0,725.4,5.393,0.1057,1.143,0.0515,0.4268,0.7322,0.6393,-0.805,0.4373,0.4009,37,126,41,1954956
8500014047,85,14047,-1,28.1789,123.1676,42.2285,-100.54,-626.58,1013.92,10871,9.4280002E13,9.8770004E13,0.754,850.9,815.3,6.669,0.0171,0.2076,0.0298,0.3982,0.7838,0.5633,0.9766,-0.0418,0.2108,28,126,43,1846833
8500014961,85,14961,-1,17.6297,60.8642,43.4517,476.3,77.18,544.83,5887,5.1049998E13,5.2080002E13,0.6092,674.6,638.1,5.007,0.0424,0.2146,0.021,0.332,0.9507,0.7741,-0.1177,-0.1157,0.9863,18,62,44,206224
8500017198,85,17198,-1,89.376,42.8889,41.9075,-39.73,258.59,491.35,17842,1.54700008E14,1.63600002E14,0.8861,993.5,876.5,3.066,0.101,0.3858,0.0154,0.5137,0.627,0.5001,0.3471,0.4848,0.8028,91,43,42,933530
8500017213,85,17213,-1,18.0724,44.9009,40.7774,318.28,101.7,234.84,5826,5.0520002E13,5.2030001E13,0.6089,689.4,659.1,6.377,0.0039,0.205,0.0331,0.3228,0.7453,0.6369,0.5314,0.4054,0.7438,18,45,41,211292
8500017276,85,17276,-1,20.3229,112.1569,46.2392,-289.74,824.08,810.16,8772,7.6070003E13,8.2860002E13,0.7111,794.3,766.5,7.292,0.0229,0.2101,0.0064,0.3685,0.7075,0.6511,-0.7462,0.6213,0.2389,20,114,47,1845141
8500017549,85,17549,8500020534,25.8028,122.1031,44.0925,-594.0,-844.64,657.53,5970,5.1770001E13,8.7229997E13,0.5353,742.2,700.8,5.815,0.0159,0.2766,0.0153,0.2867,0.8442,0.7879,0.749,0.5188,-0.412,26,125,45,1847196
8500018260,85,18260,-1,19.5389,117.7745,48.7943,340.72,300.11,719.18,28489,2.47100005E14,2.86600014E14,1.0757,1197.0,1032.0,4.169,0.0742,0.426,0.0295,0.6112,0.665,0.4731,0.4113,0.9073,0.0873,20,120,49,1849207
8500018431,85,18431,-1,36.8174,45.2675,47.428,413.74,291.93,236.17,6931,6.0110001E13,6.1259999E13,0.6428,726.9,657.5,4.099,0.1314,0.283,0.0742,0.3567,0.7441,0.4957,0.4463,0.4416,-0.7783,37,46,48,194105
8500018441,85,18441,-1,75.6984,57.0996,41.286,343.99,116.38,379.24,5860,5.0819999E13,5.1540002E13,0.6068,672.3,660.1,6.262,0.0149,0.1816,0.0408,0.3241,0.8666,0.8523,0.9243,0.1713,-0.3411,77,58,42,948179
8500018701,85,18701,-1,66.2649,63.8445,46.2325,201.09,-79.85,390.43,7567,6.5619999E13,6.782E13,0.6651,776.6,715.0,6.188,0.134,0.2828,0.0502,0.3485,0.5881,0.4814,0.9647,-0.2613,0.0328,67,65,47,1150951
8500019950,85,19950,-1,85.5464,55.6934,42.9876,290.39,-586.39,15.07,6034,5.2329999E13,5.3349999E13,0.614,685.2,680.5,7.087,0.0181,0.1443,0.0195,0.3225,0.7608,0.6293,0.1986,0.1219,0.9725,87,57,44,936124
8500020204,85,20204,-1,36.8655,52.3668,50.0619,798.87,-230.44,169.89,17417,1.50999994E14,1.58699998E14,0.8806,996.2,932.4,5.781,0.0273,0.251,0.0345,0.4596,0.7346,0.5878,0.6744,-0.7334,0.0853,37,53,51,188701
8500020534,85,20534,-1,25.6214,121.5818,44.4593,232.0,-45.91,-190.94,27153,2.35500003E14,2.63300001E14,1.0402,1147.0,1034.0,4.511,0.0745,0.3333,0.0532,0.5702,0.724,0.5002,0.2538,0.5478,-0.7972,26,124,45,1847195
8500020985,85,20985,-1,56.9384,71.8599,47.2851,-5.89,-112.35,12.75,11755,1.01900003E14,1.07200001E14,0.7711,825.8,792.7,4.612,0.0128,0.1961,0.0286,0.4224,0.6093,0.5077,0.8882,-0.4142,0.1986,58,73,48,1925421
8500021054,85,21054,8500018260,19.2616,116.8438,48.6708,201.74,-57.76,566.78,3528,3.05999999E13,7.761E13,0.6956,527.6,451.7,4.161,0.0355,0.4804,0.0241,0.3872,0.8211,0.7505,0.4373,0.8645,0.2478,19,119,49,1849463
8500021982,85,21982,-1,114.9707,68.2731,41.7761,-26.99,-602.19,-472.57,14393,1.24799997E14,1.31999998E14,0.827,929.3,888.4,6.357,0.0271,0.2157,0.0188,0.4304,0.7592,0.5937,-0.1557,0.9434,0.2929,117,69,42,1080092
8500022696,85,22696,-1,85.3662,46.0815,46.9956,36.3,-26.99,-260.42,15572,1.34999999E14,1.40000004E14,0.8395,916.4,865.3,4.223,0.0224,0.1896,0.0409,0.4647,0.6205,0.4991,0.073,0.9443,-0.3207,87,47,48,927670
8500022761,85,22761,-1,69.385,91.8894,47.0673,-222.55,40.48,158.59,5723,4.963E13,5.3000001E13,0.6126,714.8,622.8,4.741,0.0557,0.4592,0.0145,0.3344,0.6788,0.4403,0.1292,0.4164,0.9,71,94,48,1175477
8500022935,85,22935,8500030062,88.3224,38.0986,47.446,-103.95,1203.37,-214.11,3051,2.64599996E13,1.24599996E14,0.7943,517.2,535.6,18.87,0.0274,0.224,0.0105,0.3686,0.7818,0.7403,-0.2692,0.9099,0.3156,90,39,48,929607
