#OK
#SQL= select * from MDR1..BDMW where snapnum = 85 and z between 840.000000 and 880.000000 and Mtot > 5e13
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2013-07-25 18:47:23.036 CEST
#QUERYTIME 253 millisec
#COLUMN 1 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=NInCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 4 name=hostFlag JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 12 name=Mvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=Mtot JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=Vrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 16 name=Vcir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=conc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=Xoff JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=virialRatio JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=spin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=Rrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 22 name=axisratio_2_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 23 name=axisratio_3_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 24 name=axis1_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 25 name=axis1_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 26 name=axis1_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 27 name=ix JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 28 name=iy JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 29 name=iz JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 30 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
bdmId,snapnum,NInCat,hostFlag,x,y,z,vx,vy,vz,np,Mvir,Mtot,Rvir,Vrms,Vcir,conc,Xoff,virialRatio,spin,Rrms,axisratio_2_1,axisratio_3_1,axis1_x,axis1_y,axis1_z,ix,iy,iz,phkey
8510665933,85,10665933,-1,722.3865,8.1315,842.4203,41.43,-201.54,27.02,7965,6.9069999E13,7.0959998E13,0.6751,810.1,731.9,6.38,0.0215,0.361,0.0304,0.3554,0.8304,0.6004,0.8256,-0.554,0.1068,739,8,862,633000387
8510669597,85,10669597,-1,632.0768,12.9774,841.1406,286.79,-167.54,-294.14,7761,6.7299998E13,6.9659999E13,0.6713,798.4,726.4,6.474,0.0239,0.3278,0.036,0.3487,0.9597,0.6028,0.5546,0.5541,-0.6208,647,13,861,632623213
8510669646,85,10669646,-1,658.6108,49.4034,841.6274,-264.77,-691.13,-323.99,8623,7.4780003E13,8.181E13,0.7079,766.8,684.4,3.252,0.1075,0.348,0.1063,0.4105,0.6589,0.3848,0.3609,0.4788,0.8003,674,50,861,632696787
8510671343,85,10671343,-1,744.3112,42.658,856.093,139.15,-85.18,206.33,5821,5.0480001E13,5.5139998E13,0.6208,734.0,671.1,7.459,0.0599,0.3138,0.0888,0.31,0.8383,0.6188,0.1201,0.4432,0.8883,762,43,876,633060071
8510671984,85,10671984,-1,702.7811,183.0615,852.3908,283.22,3.02,60.33,6496,5.6330002E13,5.7960001E13,0.6311,740.0,663.0,5.254,0.0608,0.3498,0.0558,0.3355,0.7636,0.536,0.8407,0.5372,-0.0673,719,187,872,630208342
8510672415,85,10672415,-1,746.0099,164.4679,843.7122,613.5,341.09,-172.4,6423,5.5700001E13,6.2200002E13,0.6463,688.7,620.7,3.43,0.1162,0.3318,0.0181,0.3763,0.4283,0.3207,0.3487,0.692,0.6321,763,168,863,630345280
8510672637,85,10672637,-1,629.8369,137.6839,842.9635,-82.51,-262.02,-286.26,6870,5.958E13,6.0559999E13,0.6407,730.5,686.0,5.749,0.0239,0.2553,0.0359,0.3446,0.8037,0.6103,0.0489,0.8169,0.5747,644,140,863,630001753
8510673312,85,10673312,-1,710.7929,71.1502,851.2662,341.25,-13.75,-181.46,6594,5.7179999E13,5.888E13,0.6345,715.2,662.0,5.027,0.0243,0.2665,0.0562,0.3437,0.612,0.4482,0.8618,0.3107,-0.401,727,72,871,633191222
8510673668,85,10673668,-1,632.8005,192.1387,851.8043,-265.34,370.3,256.45,11428,9.9100003E13,1.02299997E14,0.7626,854.0,816.0,5.98,0.0267,0.2174,0.0117,0.4074,0.6705,0.6094,0.0755,0.9767,-0.201,647,196,872,629927561
8510674175,85,10674175,-1,641.3768,38.8145,848.1859,116.64,-423.79,-477.12,14364,1.24599996E14,1.25600002E14,0.813,933.3,872.3,5.408,0.0186,0.2489,0.0083,0.4362,0.7487,0.636,0.7885,0.2825,0.5464,656,39,868,632574143
8510675368,85,10675368,-1,734.291,87.5932,850.3151,117.78,-4.72,-248.0,20254,1.75600006E14,1.83200001E14,0.9256,1042.0,973.1,5.496,0.0234,0.2874,0.0536,0.4966,0.6413,0.569,0.4749,0.836,0.2748,751,89,870,633101318
8510675701,85,10675701,-1,747.8497,191.5938,855.62,222.32,-27.93,45.12,4816,4.1760001E13,5.156E13,0.607,635.8,552.6,3.271,0.0631,0.4572,0.0496,0.3517,0.6397,0.5787,0.4241,0.899,-0.1091,765,196,876,630460647
8510676435,85,10676435,-1,666.8006,46.2856,862.0821,-209.59,-540.45,-335.73,12364,1.07200001E14,1.16699999E14,0.7915,842.2,765.6,2.558,0.121,0.3496,0.0585,0.4793,0.4942,0.4247,0.5231,0.3752,0.7652,682,47,882,632789451
8510676615,85,10676615,-1,641.5922,1.0956,853.2015,-250.16,-177.94,-527.63,16777,1.45500003E14,1.54599999E14,0.8715,968.6,910.0,5.387,0.0178,0.2259,0.0292,0.4645,0.6471,0.5862,0.2946,-0.1626,0.9417,656,1,873,632609712
8510676812,85,10676812,-1,700.8289,183.5056,855.744,586.28,240.18,-212.36,5794,5.0250002E13,5.162E13,0.6071,666.9,653.2,6.093,0.0111,0.1703,0.0223,0.3233,0.851,0.6063,-0.284,0.0829,0.9552,717,187,876,630208408
8510677091,85,10677091,-1,743.0016,13.0128,862.6204,-144.93,13.59,98.02,7604,6.594E13,6.771E13,0.6649,730.7,699.8,5.302,0.0208,0.203,0.038,0.3646,0.6529,0.5664,0.1197,0.5005,0.8574,760,13,883,633038968
8510677292,85,10677292,-1,746.2318,193.8052,856.9907,487.88,105.41,-326.5,7279,6.3120001E13,6.4950001E13,0.6555,726.8,703.3,6.025,0.0279,0.1773,0.052,0.3534,0.7519,0.5294,-0.1027,0.6795,0.7264,764,198,877,630460669
8510677661,85,10677661,-1,639.4328,116.1905,857.5836,-128.52,-40.47,-336.32,5689,4.9340001E13,5.0879999E13,0.6043,690.4,647.7,6.032,0.0406,0.2873,0.025,0.3243,0.6934,0.6279,0.989,0.1318,0.0666,654,118,878,632510970
8510678251,85,10678251,-1,680.918,33.865,858.2049,-442.03,-182.88,-187.86,12955,1.12399999E14,1.18099999E14,0.7961,897.3,814.3,4.4,0.0511,0.3401,0.0381,0.4402,0.6915,0.4861,0.3009,0.8588,-0.4146,697,34,878,632796643
8510678473,85,10678473,8510681953,745.6112,42.8914,867.3007,1662.71,-1560.95,436.16,137,1.18800004E12,1.31200002E14,0.6283,229.3,222.3,102.4,0.0408,0.06298,4.0E-4,0.0997,0.8983,0.8083,-0.2553,0.9583,0.1286,763,43,888,633045798
8510678909,85,10678909,-1,730.1667,14.9242,863.0791,196.15,-99.89,-117.3,6354,5.5100001E13,5.5449999E13,0.6218,695.1,668.9,5.709,0.0584,0.19,0.0192,0.3224,0.7424,0.6246,0.8009,0.024,-0.5984,747,15,883,633034857
8510680390,85,10680390,-1,665.1271,44.767,860.9946,312.26,-51.46,-142.09,6019,5.2200001E13,5.4379999E13,0.618,678.7,651.7,5.633,0.0287,0.2029,0.0252,0.3264,0.6858,0.6572,0.8773,-0.1905,0.4406,681,45,881,632789475
8510680615,85,10680615,8510681953,745.1283,42.9754,866.9067,-712.62,642.56,-1331.04,34,2.94799999E11,6.1560001E13,0.087,142.7,186.3,25.44,0.0601,-0.6968,2.0E-4,0.0332,0.9646,0.8905,0.4348,0.4687,0.769,763,44,887,633046144
8510680783,85,10680783,-1,739.2665,10.092,870.6808,-22.93,-141.54,61.82,7321,6.3490002E13,6.6159999E13,0.6598,745.4,712.6,6.529,0.0357,0.2242,0.0376,0.3417,0.7516,0.6033,-0.0049,-0.547,0.8372,757,10,891,633037156
8510681358,85,10681358,-1,715.9857,103.0844,866.4,314.59,-113.94,11.64,13499,1.17100002E14,1.19499999E14,0.7978,919.2,838.8,4.767,0.0629,0.3122,0.0347,0.4399,0.6714,0.5577,0.6928,0.5956,-0.4067,733,105,887,633219341
