#OK
#SQL= select * from MDR1..BDMW where snapnum = 85 and z between 160.000000 and 200.000000 and Mtot > 5e13
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2013-07-25 18:45:53.699 CEST
#QUERYTIME 282 millisec
#COLUMN 1 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=NInCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 4 name=hostFlag JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 12 name=Mvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=Mtot JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=Vrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 16 name=Vcir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=conc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=Xoff JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=virialRatio JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=spin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=Rrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 22 name=axisratio_2_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 23 name=axisratio_3_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 24 name=axis1_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 25 name=axis1_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 26 name=axis1_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 27 name=ix JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 28 name=iy JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 29 name=iz JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 30 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
bdmId,snapnum,NInCat,hostFlag,x,y,z,vx,vy,vz,np,Mvir,Mtot,Rvir,Vrms,Vcir,conc,Xoff,virialRatio,spin,Rrms,axisratio_2_1,axisratio_3_1,axis1_x,axis1_y,axis1_z,ix,iy,iz,phkey
8500081202,85,81202,-1,156.5593,163.6208,164.993,458.97,280.09,264.38,8491,7.3639999E13,7.89E13,0.6994,813.8,722.8,5.395,0.1286,0.367,0.0465,0.373,0.6035,0.4789,0.768,0.6387,-0.0464,160,167,168,11652095
8500082023,85,82023,-1,187.843,172.739,163.5016,-285.54,522.57,-196.6,44875,3.89200004E14,4.138E14,1.2121,1576.0,1357.0,8.155,0.0123,0.5834,0.0213,0.6059,0.9213,0.6016,-0.4847,0.8415,-0.2387,192,176,167,11423817
8500082382,85,82382,8500083373,140.5636,29.6994,165.6567,-297.68,834.32,96.13,588,5.0990002E12,5.1060001E13,0.5378,309.3,331.7,31.22,0.0578,0.1712,0.0024,0.2288,0.8267,0.7558,-0.0456,0.9984,0.0338,143,30,169,9107970
8500082807,85,82807,8500082023,187.7337,172.7843,163.0666,-206.7,665.41,-199.58,172,1.49200005E12,7.4450003E13,0.3973,229.5,225.9,40.0,0.1235,0.1784,4.0E-4,0.142,0.8088,0.7546,0.448,0.193,0.873,192,176,166,11423816
8500083038,85,83038,8500082023,187.7969,173.0075,163.4176,970.56,-728.49,547.0,93,8.0649998E11,5.189E13,0.2142,271.0,299.9,90.48,0.0297,-0.06135,7.0E-4,0.044,0.9785,0.828,0.7781,-0.6211,-0.0941,192,177,167,11423822
8500083373,85,83373,-1,140.733,30.2113,165.6489,-129.63,-219.63,254.63,25349,2.19800001E14,2.36300007E14,1.0067,1149.0,1023.0,4.762,0.084,0.4387,0.0764,0.5607,0.6618,0.585,0.9934,0.0224,0.1121,144,30,169,9094475
8500084210,85,84210,-1,154.614,150.4289,163.7305,228.6,315.31,61.42,10919,9.4690003E13,9.7050004E13,0.7494,834.7,801.3,5.826,0.0070,0.2001,0.0491,0.3947,0.8461,0.7548,0.1445,0.4854,0.8623,158,154,167,11717945
8500084944,85,84944,-1,148.6451,135.8862,163.2018,-6.82,162.47,-45.17,8107,7.03E13,7.3920003E13,0.6844,742.5,692.7,4.287,0.0457,0.234,0.0342,0.3826,0.6188,0.4684,-0.0449,0.7873,-0.615,152,139,167,11718998
8500085811,85,85811,8500082023,187.9954,172.6875,163.3093,935.85,-1231.45,-256.65,1980,1.717E13,6.685E13,0.2499,746.6,640.9,9.014,0.0585,0.6204,0.0193,0.1178,0.8898,0.74,-0.6587,0.6989,0.2788,192,176,167,11423817
8500086029,85,86029,-1,171.5031,150.3642,167.1409,-193.44,577.98,38.49,12977,1.12499999E14,1.16599999E14,0.7913,853.7,802.6,3.697,0.0424,0.2009,0.0128,0.4493,0.5928,0.5037,-0.411,0.4571,0.7887,175,153,171,11614935
8500086626,85,86626,-1,135.8025,28.5312,169.9827,600.43,272.17,-327.2,21194,1.83800005E14,1.96100003E14,0.9431,968.4,918.4,2.559,0.1409,0.2892,0.0505,0.5916,0.3398,0.2295,-0.6785,0.1005,0.7277,139,29,174,9108372
8500087857,85,87857,-1,53.4662,165.9412,162.2968,368.5,-147.35,-531.77,5998,5.2019998E13,5.985E13,0.6381,715.8,621.4,4.547,0.0522,0.3979,0.0505,0.3482,0.5934,0.5576,-0.3836,0.9147,-0.1272,54,169,166,13745843
8500088329,85,88329,8500089571,195.259,168.0695,167.4783,-771.91,1050.39,661.08,1602,1.38899997E13,1.126E14,0.6535,528.4,465.8,25.3,0.0554,0.5649,0.0023,0.2467,0.8843,0.7908,-0.1896,0.9673,0.1684,199,172,171,11421824
8500088369,85,88369,-1,121.9848,175.868,167.8674,200.95,190.82,139.54,25295,2.19399999E14,2.25600002E14,0.9898,1126.0,1019.0,4.33,0.1206,0.3313,0.0563,0.5473,0.594,0.5137,0.924,0.0827,-0.3733,124,180,171,13476249
8500088616,85,88616,-1,26.199,130.381,160.5782,327.47,47.82,-451.28,7031,6.0970001E13,6.2520002E13,0.6474,745.0,720.4,7.355,0.0269,0.2101,0.034,0.3345,0.936,0.703,0.4236,-0.5949,0.6831,26,133,164,13816603
8500088636,85,88636,-1,16.0944,137.1032,161.6139,589.56,-266.12,-753.35,27085,2.34899999E14,2.48099994E14,1.0189,1132.0,1013.0,3.324,0.032,0.3618,0.0461,0.5829,0.5712,0.4928,0.8268,-0.5206,-0.2131,16,140,165,13819665
8500088654,85,88654,8500097495,57.0847,142.9591,164.8277,-1049.21,183.47,389.45,3667,3.18000008E13,9.5000004E13,0.5048,634.7,609.5,8.727,0.0226,0.2589,0.0214,0.2467,0.9556,0.8524,0.0658,0.93,0.3616,58,146,168,13700112
8500089358,85,89358,-1,128.5068,176.7819,169.7745,60.06,91.47,-188.18,6615,5.737E13,5.9379999E13,0.6362,705.9,682.4,6.127,0.0425,0.2109,0.0595,0.3345,0.8787,0.7281,0.78,0.174,0.6011,131,181,173,11689515
8500089571,85,89571,-1,195.428,167.4178,167.4371,-237.62,549.01,-30.71,57064,4.94899988E14,5.27300014E14,1.3142,1522.0,1350.0,4.93,0.1343,0.4433,0.0501,0.724,0.5979,0.516,-0.1819,-0.0037,0.9833,200,171,171,11421478
8500089602,85,89602,8500091673,178.4075,181.3487,171.932,-1527.08,1113.7,629.43,48,4.16300007E11,5.2680001E13,0.0684,167.6,198.3,10.76,0.1899,-0.4866,2.0E-4,0.0324,0.7873,0.6355,-0.2897,0.8289,0.4785,182,185,176,11639801
8500089743,85,89743,-1,138.3668,90.2979,165.4666,-10.97,88.66,-383.49,7909,6.8589999E13,7.1629997E13,0.6772,732.1,700.7,4.967,0.0244,0.1672,0.0587,0.3637,0.6068,0.5386,0.663,0.3785,0.6458,141,92,169,9412128
8500089849,85,89849,-1,150.2164,177.4107,173.7202,441.82,134.57,12.68,11427,9.9100003E13,1.01600002E14,0.7609,835.3,786.0,4.573,0.0206,0.2138,0.0213,0.414,0.7728,0.5697,0.9645,0.2634,-0.0182,153,181,177,11673331
8500090317,85,90317,8500088636,15.6431,137.5906,161.5881,124.95,-414.27,-638.33,650,5.6369999E12,5.9869999E13,0.5756,310.5,345.7,33.81,0.0545,0.2477,0.0047,0.2649,0.9224,0.8557,-0.4206,0.8986,-0.1253,16,140,165,13819665
8500090930,85,90930,-1,142.2987,10.9175,175.613,471.47,212.41,31.26,6947,6.0239999E13,6.1230002E13,0.6428,726.2,689.2,5.778,0.0357,0.2262,0.0402,0.3419,0.901,0.6738,0.8337,0.219,0.5069,145,11,179,9086503
8500090941,85,90941,-1,198.5404,18.5696,170.4144,-184.14,60.41,138.9,5383,4.6679999E13,5.1870001E13,0.608,703.0,652.5,7.48,0.0244,0.3272,0.0292,0.3265,0.5745,0.4985,0.5293,0.82,0.2181,203,19,174,8844392
