#OK
#SQL= select * from MDR1..BDMW where snapnum = 85 and z between 600.000000 and 640.000000 and Mtot > 5e13
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2013-07-25 18:46:52.669 CEST
#QUERYTIME 378 millisec
#COLUMN 1 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=snapnum JDBC_TYPE=5 JDBC_TYPENAME=smallint
#COLUMN 3 name=NInCat JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 4 name=hostFlag JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 5 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=vx JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=vy JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=vz JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 11 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 12 name=Mvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 13 name=Mtot JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 14 name=Rvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 15 name=Vrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 16 name=Vcir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 17 name=conc JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 18 name=Xoff JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 19 name=virialRatio JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 20 name=spin JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 21 name=Rrms JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 22 name=axisratio_2_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 23 name=axisratio_3_1 JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 24 name=axis1_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 25 name=axis1_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 26 name=axis1_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 27 name=ix JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 28 name=iy JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 29 name=iz JDBC_TYPE=4 JDBC_TYPENAME=int
#COLUMN 30 name=phkey JDBC_TYPE=4 JDBC_TYPENAME=int
bdmId,snapnum,NInCat,hostFlag,x,y,z,vx,vy,vz,np,Mvir,Mtot,Rvir,Vrms,Vcir,conc,Xoff,virialRatio,spin,Rrms,axisratio_2_1,axisratio_3_1,axis1_x,axis1_y,axis1_z,ix,iy,iz,phkey
8507736584,85,7736584,-1,43.7993,155.0387,602.692,-375.06,-98.84,311.51,43875,3.80500011E14,3.96800016E14,1.1964,1363.0,1255.0,5.35,0.0856,0.3042,0.0541,0.634,0.5799,0.4419,0.9395,-0.162,0.3019,44,158,617,1052654251
8507737740,85,7737740,-1,100.2087,154.968,603.0427,-546.73,-644.66,170.73,9890,8.5770002E13,9.0669998E13,0.7327,799.3,757.7,5.179,0.0303,0.2268,0.0365,0.4007,0.7739,0.569,0.0214,0.9396,0.3417,102,158,617,1051931059
8507738394,85,7738394,-1,110.4702,182.8682,607.7813,-967.93,-399.33,-60.89,6499,5.636E13,6.1539998E13,0.6439,679.3,615.6,2.574,0.1698,0.4802,0.0692,0.4098,0.6412,0.4109,0.7456,0.597,0.2961,113,187,622,1051757652
8507739745,85,7739745,-1,52.1282,147.7708,600.1068,-188.06,444.46,189.83,7346,6.3699998E13,6.5419998E13,0.6572,738.3,695.7,5.504,0.0222,0.2412,0.0572,0.3498,0.7345,0.6588,-0.0956,-0.5459,0.8323,53,151,614,1052641488
8507742674,85,7742674,-1,93.6,195.2753,611.3953,-246.43,-481.36,-46.21,16402,1.42199992E14,1.45799997E14,0.8538,977.2,884.7,4.397,0.0628,0.3174,0.0066,0.4731,0.6493,0.5845,0.937,0.2418,-0.252,95,199,626,1051652014
8507743361,85,7743361,-1,83.3796,155.6698,618.7219,-383.44,70.2,187.62,21558,1.87000007E14,2.18500002E14,0.9776,1170.0,946.8,4.354,0.0913,0.6095,0.0537,0.5402,0.6933,0.4998,-0.5111,0.6156,0.5998,85,159,633,1051907083
8507744186,85,7744186,-1,97.5314,177.872,612.2659,-248.92,-685.41,7.55,13477,1.169E14,1.20899999E14,0.8013,925.8,844.7,5.135,0.0153,0.3225,0.0286,0.43,0.9262,0.7661,0.6392,0.721,-0.2675,99,182,626,1051779183
8507744426,85,7744426,-1,101.0404,179.3405,609.3972,-665.28,-686.87,-181.33,6683,5.7960001E13,6.0430001E13,0.6399,689.2,647.8,4.134,0.0527,0.2097,0.0422,0.3604,0.8491,0.5594,0.8674,0.1627,-0.4703,103,183,624,1051779254
8507744697,85,7744697,-1,92.052,170.1352,617.3738,-295.06,-57.51,-238.9,6283,5.4489998E13,5.7190002E13,0.6284,720.2,668.9,6.108,0.0558,0.2922,0.0664,0.3279,0.727,0.5654,0.2463,0.8381,0.4868,94,174,632,1051795972
8507746675,85,7746675,-1,0.7428,199.4097,614.165,-499.22,58.17,-398.03,15474,1.34200003E14,1.40000004E14,0.8437,931.5,852.7,3.88,0.0611,0.2904,0.0419,0.4728,0.6665,0.5387,0.7643,0.6076,0.2161,0,204,628,1050714022
8507747910,85,7747910,-1,71.005,159.6457,626.3863,-194.84,-377.99,99.8,9562,8.2919998E13,8.5389998E13,0.7181,802.4,773.0,6.162,0.015,0.1751,0.0463,0.3777,0.792,0.611,0.8595,0.2899,-0.421,72,163,641,1049551528
